type,date,amount,id,name,memo,source,category,spend_type,vendor,month,year,amount_inv
CREDIT,2025-08-01,3800,2025-07-22~2025-08-05~2221523,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,08-2025,2025,"($3,800.00)"
DEBIT,2025-08-02,-31.14,1000030272813295D,Point Of Sale Withdrawal,BC LIQUOR #177 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$31.14 
DEBIT,2025-08-02,-58.96,2.02508E+14,Amazon Web Services,Amazon Web Services,cap_one_visa,business,,,08-2025,2025,$58.96 
DEBIT,2025-08-02,-15.67,2.02508E+14,TESLA,TESLA,cap_one_visa,entertainment,discretionary,,08-2025,2025,$15.67 
DEBIT,2025-08-03,-11.53,1000030272813296D,Point Of Sale Withdrawal,TST-The Juice Truck- W VancouverBCCA,beem_ch,food & bev,,,08-2025,2025,$11.53 
DEBIT,2025-08-04,-17.4,1000030272813298D,Point Of Sale Withdrawal,SHOPPERS DRUG MART #22 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$17.40 
DEBIT,2025-08-04,-60.84,1000030272813297D,Point Of Sale Withdrawal,TST-Las Margaritas VancouverBCCA,beem_ch,food & bev,,,08-2025,2025,$60.84 
DEBIT,2025-08-04,-72.21,2.02508E+14,DD/DOORDASHIGNITEPIZZE,DD/DOORDASHIGNITEPIZZE,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$72.21 
DEBIT,2025-08-04,-39.93,2.02508E+12,DD/DOORDASHIGNITEPIZZE,DD/DOORDASHIGNITEPIZZE,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$39.93 
DEBIT,2025-08-04,-3.25,2025-07-22~2025-08-05~1656334,ZIPBY,,td_visa,auto/local trans,,,08-2025,2025,$3.25 
DEBIT,2025-08-04,-0.93,2025-07-22~2025-08-06~1826325,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,08-2025,2025,$0.93 
DEBIT,2025-08-04,-1.65,2025-07-22~2025-08-06~1826315,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,08-2025,2025,$1.65 
DEBIT,2025-08-04,-8.15,2025-07-22~2025-08-06~1826305,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,08-2025,2025,$8.15 
DEBIT,2025-08-05,-36.71,1000030272813301D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,08-2025,2025,$36.71 
DEBIT,2025-08-05,-144.15,1000030272813300D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,08-2025,2025,$144.15 
DEBIT,2025-08-05,-36.54,1000030272813299D,Point Of Sale Withdrawal,ANGRY OTTER @ CAMBIE VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$36.54 
DEBIT,2025-08-05,-3.13,2.02508E+14,GOOGLE *Google One,GOOGLE *Google One,cap_one_visa,utilities,,,08-2025,2025,$3.13 
CREDIT,2025-08-05,543.76,2025-07-22~2025-08-06~1826335,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,08-2025,2025,($543.76)
DEBIT,2025-08-05,-5.5,2025-07-22~2025-08-07~1813187,IMPARK00011928U,,td_visa,auto/local trans,,,08-2025,2025,$5.50 
CREDIT,2025-08-06,1000,1000030272813306C,Transfer Deposit,Transfer from 100003077328,beem_ch,transfer/pmt,,,08-2025,2025,"($1,000.00)"
CREDIT,2025-08-06,5.93,1000030272813304C,Overdraft Protection Deposit,,beem_ch,int/bank chg/tax,,,08-2025,2025,($5.93)
DEBIT,2025-08-06,-60.71,1000030272813302D,Point Of Sale Withdrawal,CHOICES CAMBIE # 906 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$60.71 
DEBIT,2025-08-06,-65.2,2.02508E+14,DD/DOORDASHCACTUSCLUBC,DD/DOORDASHCACTUSCLUBC,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$65.20 
DEBIT,2025-08-06,-20,2.52182E+16,SEND E-TFR ***R7x,,td_ch,transfer/pmt,,,08-2025,2025,$20.00 
DEBIT,2025-08-06,-86.19,2025-07-22~2025-08-07~1813197,SP ONEILL CANADA,,td_visa,supplies/services,,,08-2025,2025,$86.19 
DEBIT,2025-08-06,-250,2025-07-22~2025-08-08~1815353,BCF - ONLINE SALES & BOOK,,td_visa,unknown,,,08-2025,2025,$250.00 
DEBIT,2025-08-07,-182.39,1000030272813308D,Point Of Sale Withdrawal,MEC MOUNTAIN EQUIPMENT VANCOUVERBCCA,beem_ch,supplies/services,,,08-2025,2025,$182.39 
DEBIT,2025-08-07,-10.87,1000030272813307D,Point Of Sale Withdrawal,THE FEDERAL STORE VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$10.87 
DEBIT,2025-08-07,-31.64,2.02508E+14,DD/DOORDASHTHEPERIPERI,DD/DOORDASHTHEPERIPERI,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$31.64 
DEBIT,2025-08-07,-14.34,2025-07-22~2025-08-08~1815343,AMZN Mktp CA*DV7IN8J53,,td_visa,supplies/services,,,08-2025,2025,$14.34 
DEBIT,2025-08-08,-40.54,2.02508E+14,DD/DOORDASHTHEGREEKBRO,DD/DOORDASHTHEGREEKBRO,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$40.54 
DEBIT,2025-08-08,-14.21,2.02508E+14,Spotify P3954AC36E,Spotify P3954AC36E,cap_one_visa,entertainment,,,08-2025,2025,$14.21 
DEBIT,2025-08-08,-4.47,2.02508E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,supplies/services,disc - fixed,iCloud storage,08-2025,2025,$4.47 
DEBIT,2025-08-08,-36.96,2025-07-22~2025-08-11~1303143,AMZN Mktp CA*6T5TE5GG3,,td_visa,supplies/services,,,08-2025,2025,$36.96 
DEBIT,2025-08-08,-67.14,2025-07-22~2025-08-11~1303133,AMZN Mktp CA*HN9R45J93,,td_visa,supplies/services,,,08-2025,2025,$67.14 
DEBIT,2025-08-09,-10.62,1000030272813310D,Point Of Sale Withdrawal,ANH AND CHI RESTAURANT VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$10.62 
DEBIT,2025-08-09,-365.52,1000030272813309D,Point Of Sale Withdrawal,THE WATSON VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$365.52 
DEBIT,2025-08-09,-36.98,2.02508E+14,DD/DOORDASHCHURCHSTEXA,DD/DOORDASHCHURCHSTEXA,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$36.98 
DEBIT,2025-08-09,-27.29,2025-07-22~2025-08-11~1303153,AMZN Mktp CA*9B9RQ0U83,,td_visa,supplies/services,,,08-2025,2025,$27.29 
DEBIT,2025-08-10,-2.48,2025-07-22~2025-08-12~1758163,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,08-2025,2025,$2.48 
DEBIT,2025-08-11,-124.09,1000030272813311D,External Withdrawal,Auto Insurance Insurance Corporation of BC 039450178720,beem_ch,auto/local trans,,ICBC,08-2025,2025,$124.09 
DEBIT,2025-08-11,-80.5,2.02508E+14,DD/DOORDASHIGNITEPIZZE,DD/DOORDASHIGNITEPIZZE,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$80.50 
DEBIT,2025-08-11,-23.5,2.52212E+16,NON-TD ATM W/D,,td_ch,int/bank chg/tax,,,08-2025,2025,$23.50 
DEBIT,2025-08-12,-63.92,2.02508E+14,DD/DOORDASHTHEGREEKBRO,DD/DOORDASHTHEGREEKBRO,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$63.92 
DEBIT,2025-08-12,-515.12,2025-07-22~2025-08-12~1758173,SQ *TAP & BARREL BRIDGES,,td_visa,food & bev,,,08-2025,2025,$515.12 
DEBIT,2025-08-12,-3.15,2025-07-22~2025-08-14~1759305,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,08-2025,2025,$3.15 
DEBIT,2025-08-12,-3.15,2025-07-22~2025-08-14~1759295,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,08-2025,2025,$3.15 
DEBIT,2025-08-13,-88.74,1000030272813312D,Point Of Sale Withdrawal,TST-The Ellis VancouverBCCA,beem_ch,food & bev,,,08-2025,2025,$88.74 
DEBIT,2025-08-14,-72.35,1000030272813315D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,08-2025,2025,$72.35 
CREDIT,2025-08-14,1000,1000030272813314C,Transfer Deposit,Transfer from 100003077328,beem_ch,transfer/pmt,,,08-2025,2025,"($1,000.00)"
DEBIT,2025-08-14,-146.14,1000030272813313D,External Withdrawal,Auto Insurance Insurance Corporation of BC 037506004736,beem_ch,auto/local trans,,ICBC,08-2025,2025,$146.14 
DEBIT,2025-08-14,-27.99,2.02508E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,business,bus - fixed,ChatGPT,08-2025,2025,$27.99 
CREDIT,2025-08-15,2037.91,1000030272813316C,External Deposit,Rent/Leases VANTAGE WEST-NEW TRUST AR4070,beem_ch,rental inc,,,08-2025,2025,"($2,037.91)"
DEBIT,2025-08-15,-63.25,2.02508E+14,DD/DOORDASHTHEPERIPERI,DD/DOORDASHTHEPERIPERI,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$63.25 
DEBIT,2025-08-15,-0.68,undefined,INTEREST CHARGES,,scotia_visa,int/bank chg/tax,,,08-2025,2025,$0.68 
DEBIT,2025-08-15,-12.31,2025-07-22~2025-08-15~1815090,Amazon Channels,,td_visa,entertainment,,,08-2025,2025,$12.31 
DEBIT,2025-08-16,-0.17,2.02508E+14,INTEREST CHARGES,INTEREST CHARGES,cap_one_visa,int/bank chg/tax,,,08-2025,2025,$0.17 
DEBIT,2025-08-16,-54.29,2.02508E+14,DD/DOORDASHJOEYRESTAUR,DD/DOORDASHJOEYRESTAUR,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$54.29 
DEBIT,2025-08-16,-15.87,2.40113E+22,ANTHROPIC.COMCA,,scotia_visa,business,,,08-2025,2025,$15.87 
DEBIT,2025-08-16,-5,2025-07-22~2025-08-18~1227505,BCF - ONLINE SALES & BOOK,,td_visa,unknown,,,08-2025,2025,$5.00 
DEBIT,2025-08-17,-9.39,1000030272813319D,Point Of Sale Withdrawal,DAIRY QUEEN #26987 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$9.39 
DEBIT,2025-08-17,-34.99,1000030272813318D,Point Of Sale Withdrawal,DAIRY QUEEN #26987 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$34.99 
DEBIT,2025-08-17,-106.3,1000030272813317D,Point Of Sale Withdrawal,CHOICES CAMBIE # 906 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$106.30 
DEBIT,2025-08-17,-540.04,2025-07-22~2025-08-18~1227515,EXPEDIA 73210368412883,,td_visa,travel/transport,,,08-2025,2025,$540.04 
DEBIT,2025-08-18,-102.39,2.02508E+14,DD/DOORDASHSULAINDIANR,DD/DOORDASHSULAINDIANR,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$102.39 
DEBIT,2025-08-18,-75.44,2.02508E+12,DD/DOORDASHIGNITEPIZZE,DD/DOORDASHIGNITEPIZZE,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$75.44 
DEBIT,2025-08-18,-180.32,2.52302E+16,Koodo Mobile BPY,,td_ch,utilities,,,08-2025,2025,$180.32 
DEBIT,2025-08-20,-39.19,1000030272813321D,Point Of Sale Withdrawal,LIBERTY WINE MERCHANTS VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$39.19 
DEBIT,2025-08-20,-119.79,1000030272813320D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,08-2025,2025,$119.79 
DEBIT,2025-08-20,-5.5,2025-08-20~2025-08-21~1812066,IMPARK00011928U,,td_visa,auto/local trans,,,08-2025,2025,$5.50 
DEBIT,2025-08-21,-38.18,1000030272813323D,Point Of Sale Withdrawal,LONDON DRUGS 04 VANCOUVERBCCA,beem_ch,supplies/services,,,08-2025,2025,$38.18 
DEBIT,2025-08-21,-154.26,1000030272813322D,Point Of Sale Withdrawal,TST-Nook Restaurant - VancouverBCCA,beem_ch,food & bev,nec - discretionary,Nook,08-2025,2025,$154.26 
DEBIT,2025-08-21,-5.59,2025-08-20~2025-08-21~1812076,PrimeVideo.c*GF9MW9C33,,td_visa,entertainment,,,08-2025,2025,$5.59 
DEBIT,2025-08-22,-20.84,1000030272813324D,Point Of Sale Withdrawal,SQ *KAISERECK DELICATE VancouverBCCA,beem_ch,food & bev,,,08-2025,2025,$20.84 
DEBIT,2025-08-22,-3.35,2025-08-20~2025-08-22~1815456,Ad free for PrimeVideo,,td_visa,entertainment,disc - fixed,,08-2025,2025,$3.35 
DEBIT,2025-08-22,-11.2,2025-08-20~2025-08-25~1254064,TIP BUSKER ON BUSKCO,,td_visa,entertainment,,,08-2025,2025,$11.20 
DEBIT,2025-08-23,-7.76,1000030272813326D,Point Of Sale Withdrawal,DAIRY QUEEN #26985 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$7.76 
DEBIT,2025-08-23,-16.04,1000030272813325D,Point Of Sale Withdrawal,DAIRY QUEEN #26985 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$16.04 
DEBIT,2025-08-24,-18.1,1000030272813328D,Point Of Sale Withdrawal,ANGRY OTTER @ CAMBIE VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$18.10 
DEBIT,2025-08-24,-147.04,1000030272813327D,Point Of Sale Withdrawal,CHOICES CAMBIE # 906 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$147.04 
DEBIT,2025-08-25,-24.49,1000030272813329D,Point Of Sale Withdrawal,THE MIGHTY OAK VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$24.49 
DEBIT,2025-08-25,-63.09,2.02508E+12,DD/DOORDASHMEETONMAIN,DD/DOORDASHMEETONMAIN,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$63.09 
DEBIT,2025-08-25,-20,2.52372E+16,SEND E-TFR ***Ga7,,td_ch,transfer/pmt,,,08-2025,2025,$20.00 
DEBIT,2025-08-25,-55,2.52372E+16,SEND E-TFR ***XPe,,td_ch,transfer/pmt,,,08-2025,2025,$55.00 
DEBIT,2025-08-25,-11.19,2025-08-20~2025-08-26~1809538,Amazon.ca Prime Member,,td_visa,entertainment,disc - fixed,,08-2025,2025,$11.19 
DEBIT,2025-08-25,-2.15,2025-08-20~2025-08-27~1821446,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,08-2025,2025,$2.15 
DEBIT,2025-08-25,-2.15,2025-08-20~2025-08-27~1821436,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,08-2025,2025,$2.15 
DEBIT,2025-08-26,-10.4,1000030272813331D,Point Of Sale Withdrawal,EASYPARK LOT 9 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$10.40 
DEBIT,2025-08-26,-11.21,1000030272813330D,Point Of Sale Withdrawal,TACO TIME - 214102 VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$11.21 
DEBIT,2025-08-26,-26.03,2.02508E+14,DD/DOORDASHBLAZEGOURME,DD/DOORDASHBLAZEGOURME,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$26.03 
DEBIT,2025-08-26,-290,2.52381E+16,COINBASE R 290.00_V,,td_ch,investment,,,08-2025,2025,$290.00 
DEBIT,2025-08-26,-5,2025-08-20~2025-08-27~1821426,BCF - ONLINE SALES & BOOK,,td_visa,unknown,,,08-2025,2025,$5.00 
DEBIT,2025-08-26,-8.65,2025-08-20~2025-08-27~1821416,TESLA,,td_visa,auto/local trans,nec - discretionary,Tesla - chg,08-2025,2025,$8.65 
DEBIT,2025-08-27,-10.98,1000030272813335D,Point Of Sale Withdrawal,"SQ *SWEET THEA BAKERY, DeltaBCCA",beem_ch,food & bev,,,08-2025,2025,$10.98 
DEBIT,2025-08-27,-8,1000030272813334D,Point Of Sale Withdrawal,FALSE CREEK FERRIES VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$8.00 
DEBIT,2025-08-27,-8,1000030272813333D,Point Of Sale Withdrawal,FALSE CREEK FERRIES VANCOUVERBCCA,beem_ch,food & bev,,,08-2025,2025,$8.00 
DEBIT,2025-08-27,-211.23,1000030272813332D,Point Of Sale Withdrawal,TST-Autostrada - Vanco VancouverBCCA,beem_ch,food & bev,,,08-2025,2025,$211.23 
DEBIT,2025-08-27,-30.61,7.40834E+22,HOSTPAPABURLINGTON ON,,scotia_visa,business,,,08-2025,2025,$30.61 
DEBIT,2025-08-27,-418.37,2025-08-20~2025-08-29~1810065,THE COURTNEY ROOM,,td_visa,food & bev,,,08-2025,2025,$418.37 
DEBIT,2025-08-28,-26.88,1000030272813338D,Point Of Sale Withdrawal,COWICHAN VALLEY RUNNIN MILL BAYBCCA,beem_ch,auto/local trans,,,08-2025,2025,$26.88 
DEBIT,2025-08-28,-10.76,1000030272813337D,Point Of Sale Withdrawal,SQ *KAVA & CO Mill BayBCCA,beem_ch,food & bev,,,08-2025,2025,$10.76 
DEBIT,2025-08-28,-37.85,1000030272813336D,Point Of Sale Withdrawal,BC LIQUOR #173 MILL BAYBCCA,beem_ch,food & bev,,,08-2025,2025,$37.85 
DEBIT,2025-08-28,-10.49,2.02508E+14,DOORDASHDASHPASS,DOORDASHDASHPASS,cap_one_visa,food & bev,nec - discretionary,Doordash,08-2025,2025,$10.49 
DEBIT,2025-08-28,-24.63,2.02508E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,entertainment,disc - fixed,Crave,08-2025,2025,$24.63 
DEBIT,2025-08-28,-2239.38,7.45379E+22,Apple Bill800-676-2775 ON,,scotia_visa,business,discretionary,,08-2025,2025,"$2,239.38 "
DEBIT,2025-08-28,-81.35,2025-08-20~2025-09-02~1638385,FAIRMONT EMPRESS,,td_visa,int/bank chg/tax,,,08-2025,2025,$81.35 
DEBIT,2025-08-29,-145.6,2.52412E+16,Telus Comm BPY,,td_ch,utilities,,,08-2025,2025,$145.60 
DEBIT,2025-08-29,-3.95,2.52421E+16,MONTHLY ACCOUNT FEE,,td_ch,int/bank chg/tax,,,08-2025,2025,$3.95 
DEBIT,2025-08-29,-2,2.52421E+16,OTHER BANK FEES,,td_ch,int/bank chg/tax,,,08-2025,2025,$2.00 
DEBIT,2025-08-30,-14.55,2.02508E+14,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,cap_one_visa,entertainment,disc - fixed,,08-2025,2025,$14.55 
DEBIT,2025-08-30,-4.69,2025-08-20~2025-09-02~1638395,AMPUP EV CHARGING,,td_visa,travel/transport,,,08-2025,2025,$4.69 
DEBIT,2025-08-31,-4.41,1000030272813339D,Point Of Sale Withdrawal,TST-Billy Gruff Creame CoombsBCCA,beem_ch,food & bev,,,08-2025,2025,$4.41 
DEBIT,2025-08-31,-3008.47,2025-08-20~2025-09-02~1638425,TIGHNAMARA RESORTS,,td_visa,travel/transport,,,08-2025,2025,"$3,008.47 "
CREDIT,2025-09-01,1000,1000030272813343C,Transfer Deposit,Transfer from 100003077328,beem_ch,transfer/pmt,,,09-2025,2025,"($1,000.00)"
DEBIT,2025-09-01,-117.6,1000030272813342D,Bill Payment,"Koodo Mobile, Confirmation 59998568",beem_ch,utilities,,,09-2025,2025,$117.60 
DEBIT,2025-09-01,-200,1000030272813341D,Bill Payment,"Capital One Mastercard, Confirmation 59998550",beem_ch,transfer/pmt,,,09-2025,2025,$200.00 
DEBIT,2025-09-01,-46.23,1000030272813340D,Bill Payment,"BC Hydro, Confirmation 59998549",beem_ch,utilities,,,09-2025,2025,$46.23 
DEBIT,2025-09-01,-14.12,2.02509E+14,"GITHUB, INC.","GITHUB, INC.",cap_one_visa,business,,,09-2025,2025,$14.12 
DEBIT,2025-09-01,-1.81,2025-08-20~2025-09-02~1638415,TESLA,,td_visa,auto/local trans,nec - discretionary,Tesla - chg,09-2025,2025,$1.81 
DEBIT,2025-09-01,-16.26,2025-08-20~2025-09-02~1638405,TESLA,,td_visa,entertainment,nec - discretionary,Tesla - chg,09-2025,2025,$16.26 
DEBIT,2025-09-02,-845.38,1000030272813348D,External Withdrawal,Mortgage Home Trust Company 0003090278,beem_ch,rental inc,,,09-2025,2025,$845.38 
DEBIT,2025-09-02,-12.6,1000030272813347D,Point Of Sale Withdrawal,SHINE AUTO WASH VANCOUVERBCCA,beem_ch,auto/local trans,discretionary,Shine carwash,09-2025,2025,$12.60 
DEBIT,2025-09-02,-13.05,1000030272813346D,Point Of Sale Withdrawal,THE HOME DEPOT #7259 VANCOUVERBCCA,beem_ch,supplies/services,,,09-2025,2025,$13.05 
DEBIT,2025-09-02,-89.1,1000030272813345D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$89.10 
DEBIT,2025-09-02,-67.3,1000030272813344D,Point Of Sale Withdrawal,STANLEY PARK BREW HOUS VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$67.30 
CREDIT,2025-09-02,200,2.02509E+14,PAYMENT,PAYMENT,cap_one_visa,transfer/pmt,,,09-2025,2025,($200.00)
DEBIT,2025-09-02,-59.43,2.02509E+14,Amazon Web Services,Amazon Web Services,cap_one_visa,business,,,09-2025,2025,$59.43 
DEBIT,2025-09-02,-15.67,2.02509E+14,TESLA,TESLA,cap_one_visa,entertainment,discretionary,,09-2025,2025,$15.67 
CREDIT,2025-09-02,3000,2.52421E+16,UI452 TFR-FR 603978A,,td_ch,transfer/pmt,,,09-2025,2025,"($3,000.00)"
DEBIT,2025-09-02,-400,2.52442E+16,RQ091 TFR-TO C/C,,td_ch,transfer/pmt,,,09-2025,2025,$400.00 
CREDIT,2025-09-02,2000,2.52442E+16,RQ220 TFR-FR 6051374,,td_ch,transfer/pmt,,,09-2025,2025,"($2,000.00)"
DEBIT,2025-09-02,-360.02,2.52452E+16,KAS 3604 Radius FEE,,td_ch,rental inc,,,09-2025,2025,$360.02 
CHECK,2025-09-02,-2125,2.52461E+16,CHQ#00000-0144541196,,td_ch,rent,,,09-2025,2025,"$2,125.00 "
CREDIT,2025-09-02,400,2025-08-20~2025-09-03~1823064,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,09-2025,2025,($400.00)
DEBIT,2025-09-02,-5.13,2025-08-20~2025-09-03~1823044,ZIPBY,,td_visa,auto/local trans,,,09-2025,2025,$5.13 
DEBIT,2025-09-02,-5.5,2025-08-20~2025-09-04~1817114,IMPARK00011928U,,td_visa,auto/local trans,,,09-2025,2025,$5.50 
DEBIT,2025-09-03,-9.44,1000030272813350D,Point Of Sale Withdrawal,CHURCH'S CHICKEN VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$9.44 
DEBIT,2025-09-03,-93.45,1000030272813349D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$93.45 
DEBIT,2025-09-03,-46.89,2025-08-20~2025-09-03~1823054,AMZN Mktp CA*NG3391DG3,,td_visa,supplies/services,,,09-2025,2025,$46.89 
DEBIT,2025-09-03,-5.5,2025-08-20~2025-09-04~1817124,IMPARK00011928U,,td_visa,auto/local trans,,,09-2025,2025,$5.50 
DEBIT,2025-09-04,-43.91,1000030272813352D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$43.91 
CREDIT,2025-09-04,8.99,1000030272813351C,Point Of Sale Deposit,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,($8.99)
CREDIT,2025-09-04,4000,2.52471E+16,IW491 TFR-FR 603978A,,td_ch,transfer/pmt,,,09-2025,2025,"($4,000.00)"
DEBIT,2025-09-04,-3000,2.52471E+16,TD VISA R9J8A7,,td_ch,transfer/pmt,,,09-2025,2025,"$3,000.00 "
CREDIT,2025-09-04,3000,2025-08-20~2025-09-05~1827350,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,09-2025,2025,"($3,000.00)"
DEBIT,2025-09-05,-3.13,2.02509E+14,GOOGLE *Google One,GOOGLE *Google One,cap_one_visa,utilities,,,09-2025,2025,$3.13 
DEBIT,2025-09-05,-39.75,2.40113E+22,ANTHROPIC.COMCA,,scotia_visa,business,,,09-2025,2025,$39.75 
CREDIT,2025-09-05,1800,7.4529E+22,TD TrustTORONTO,,scotia_visa,transfer/pmt,,,09-2025,2025,"($1,800.00)"
DEBIT,2025-09-05,-1800,2.52481E+16,SCOTIA VISA Q9K8K5,,td_ch,transfer/pmt,,,09-2025,2025,"$1,800.00 "
DEBIT,2025-09-06,-106.21,1000030272813353D,Point Of Sale Withdrawal,ANGRY OTTER @ CAMBIE VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$106.21 
DEBIT,2025-09-08,-14.21,2.02509E+14,Spotify P3A53061B8,Spotify P3A53061B8,cap_one_visa,entertainment,,,09-2025,2025,$14.21 
DEBIT,2025-09-08,-4.47,2.02509E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,supplies/services,disc - fixed,iCloud storage,09-2025,2025,$4.47 
DEBIT,2025-09-08,-103.95,2.02509E+12,MOBI BY ROGERS,MOBI BY ROGERS,cap_one_visa,auto/local trans,,,09-2025,2025,$103.95 
DEBIT,2025-09-08,-7.99,2.02509E+12,EvoCarShare,EvoCarShare,cap_one_visa,auto/local trans,,,09-2025,2025,$7.99 
DEBIT,2025-09-09,-27.99,1000030272813358D,Point Of Sale Withdrawal,CANADIAN TIRE #389 VANCOUVERBCCA,beem_ch,supplies/services,,,09-2025,2025,$27.99 
DEBIT,2025-09-09,-14.97,1000030272813357D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$14.97 
DEBIT,2025-09-09,-11.49,1000030272813356D,Point Of Sale Withdrawal,TST-The Juice Truck- W VancouverBCCA,beem_ch,food & bev,,,09-2025,2025,$11.49 
DEBIT,2025-09-09,-11.37,1000030272813355D,Point Of Sale Withdrawal,LONDON DRUGS 04 VANCOUVERBCCA,beem_ch,supplies/services,,,09-2025,2025,$11.37 
DEBIT,2025-09-09,-70.5,1000030272813354D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$70.50 
DEBIT,2025-09-10,-29.19,1000030272813359D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$29.19 
DEBIT,2025-09-11,-23.49,1000030272813362D,Point Of Sale Withdrawal,THE HOME DEPOT #7259 VANCOUVERBCCA,beem_ch,supplies/services,,,09-2025,2025,$23.49 
DEBIT,2025-09-11,-124.09,1000030272813361D,External Withdrawal,Auto Insurance Insurance Corporation of BC 033204347738,beem_ch,auto/local trans,,ICBC,09-2025,2025,$124.09 
DEBIT,2025-09-11,-76,1000030272813360D,Point Of Sale Withdrawal,VANCOUVERFRINGE VANCOUVERBCCA,beem_ch,entertainment,,,09-2025,2025,$76.00 
